PERMCO,GVKEY,companyid,score,preferred,duplicate
6520,005336,4861,1,1,0
6521,007430,20772,1,1,0
6522,011930,6100,3,1,0
6523,017070,21554,1,1,0
6528,011667,1001198,5,1,0
6533,009125,26243,1,1,0
6545,016836,117,1,1,0
6553,003055,6896,5,1,0
6554,010213,29670,1,1,0
6557,006686,466491,9,1,0
6560,005902,15684,1,1,0
6562,007227,1142094,10,1,0
6571,002236,4416,5,1,0
6592,001446,1143651,9,1,0
6593,004124,9830,1,1,0
6606,005783,15223,2,1,0
6616,005539,14509,1,1,0
6617,012711,6162,1,1,0
6626,012723,2009659,9,1,0
6627,016681,3513,2,1,0
6629,008925,25686,1,1,0
6638,006308,24333,1,1,0
6646,008333,24317,3,1,0
6650,010200,29619,1,1,0
6653,002124,3946,1,1,0
6675,010598,30841,3,1,0
6676,011832,21601,1,1,0
6688,009954,28854,1,1,0
6689,002615,5536,1,1,0
6698,011694,34211,1,1,0
6700,003369,24551,6,1,0
6702,002536,736,1,1,0
6704,006010,16261,9,1,0
6708,005841,8540,1,1,0
6719,003129,7181,1,1,0
6726,011478,644598,8,1,0
6736,017195,112,1,1,0
6743,001523,1872,1,1,0
6744,007817,21795,1,1,0
6748,004383,2963,1,1,0
6750,006428,796715,3,1,0
6760,003007,5104,1,1,0
6765,010549,30662,1,1,0
6779,011935,25466,2,1,0
6780,023275,1223163,6,1,0
6784,006588,18440,2,1,0
6785,006130,16422,3,1,0
6786,010208,2004325,9,1,0
6791,007251,20254,1,1,0
6823,007902,22188,10,1,0
6827,017184,27403,2,1,0
6828,002240,22346,6,1,0
6863,004409,10842,1,1,0
6867,006003,16217,1,1,0
6870,011793,1465,6,1,0
6872,011172,8413,3,1,0
6875,009898,28704,1,1,0
6882,011286,8070,6,0,1
6882,011286,1703541,1,1,1
6883,007275,20376,1,1,0
6893,011748,24063,1,1,0
6905,012818,1025551,1,1,0
6913,014010,31157,3,1,0
6914,005971,16065,6,1,0
6930,012782,928025,6,1,1
6930,012782,1649528,6,1,1
6934,010553,275,1,1,0
6937,017061,22830,2,1,0
6944,016832,13309,1,1,0
6959,007316,20536,3,1,1
6959,007316,2080242,3,1,1
6968,013169,258917,3,1,0
6972,012435,8480,5,1,0
6977,001210,1174,1,1,0
6985,006357,17736,1,1,0
6992,002829,26180,2,1,0
6995,007186,468863,6,1,0
6996,003105,7047,3,1,0
6999,191055,33410,3,1,1
6999,191055,1650728,3,1,1
7013,006565,18384,2,1,0
7019,001439,1806,2,1,0
7029,006158,16695,3,1,0
7050,017233,29664,1,1,0
7055,007300,32085,3,1,0
7062,004115,9793,1,1,0
7064,009919,28773,1,1,0
7065,007343,20589,1,1,0
7067,017095,23049,1,1,0
7070,016679,4513,1,1,0
7093,007486,20950,1,1,0
7094,004973,12761,2,1,0
7099,003373,7639,3,1,0
7103,007350,20612,6,1,0
7113,002352,4972,1,1,0
7119,001559,1927,1,1,0
7120,011159,32587,10,0,1
7120,108740,831067,1,1,1
7132,006343,2447,10,1,0
7135,001864,26170,1,1,0
7137,002888,6359,1,1,0
7154,005697,15046,3,1,0
7177,007092,7648,3,1,0
7179,012791,18475,6,1,0
7195,010991,27312,1,1,0
7206,006678,18729,2,1,0
7229,011982,31606,5,1,0
7232,004494,11401,2,1,0
7235,012091,20184,1,1,0
7243,010244,29827,5,1,0
7247,005970,15750,10,1,0
7253,003916,18846,1,1,0
7257,012140,7422,1,1,0
7263,016784,7430,1,1,0
7267,010903,32107,1,1,0
7300,012879,28798,6,1,0
7301,007161,19952,1,1,0
7317,126423,21489,1,1,0
7322,010382,30111,1,1,0
7324,001674,27246,10,1,0
7328,010026,2821263,10,1,0
7329,010740,31348,2,1,0
7337,007138,19898,2,1,0
7338,001109,706,2,1,0
7339,017027,25194,9,1,0
7340,007205,20097,1,1,0
7343,012874,593185,1,1,0
7361,016227,7454,1,1,0
7378,011169,32646,1,1,0
7383,011910,22592,1,1,0
7385,012758,24899,10,1,0
7407,017269,2039,1,1,0
7410,009397,26994,1,1,0
7418,002831,864406,5,1,0
7421,006924,19393,6,1,1
7421,006924,1096436,6,1,1
7428,010917,32126,2,1,0
7449,002990,6209,6,1,0
7457,010159,29534,1,1,0
7459,006527,19232,2,1,0
7460,019355,28037,1,1,0
7465,007245,20240,1,1,0
7476,001518,12765,1,1,0
7482,006293,1986813,10,1,0
7502,018928,17026,3,1,0
7506,002184,4118,2,1,0
7507,010361,30115,1,1,0
7518,004498,16168,1,1,0
7525,008193,23437,6,1,0
7534,006152,16466,1,1,0
7537,012724,1214975,5,1,0
7540,009693,18822,6,1,0
7556,012964,5484,1,1,0
7557,011796,9618,2,1,0
7558,012126,23628,2,1,0
7563,006040,33124,6,1,0
7569,003071,6940,1,1,0
7572,006797,19125,1,1,0
7585,120193,4079,1,1,0
7603,005973,16117,1,1,0
7614,010392,30359,10,1,0
7623,001878,3118,1,1,0
7640,011985,19412,10,1,0
7662,009004,25922,1,1,0
7670,004476,11342,1,1,0
7676,016698,5233,1,1,0
7677,006370,17770,1,1,0
7680,007123,19873,1,1,0
7684,009248,26560,1,1,0
7685,019557,14502,6,1,0
7694,005791,15252,1,1,0
7700,004372,10700,1,1,0
7702,016910,19206,1,1,0
7705,012789,19035,1,1,0
7711,010044,29159,1,1,0
7712,014446,17161,1,1,0
7714,007576,32485,6,1,0
7715,016888,15797,3,1,0
7720,016890,15800,2,1,0
7721,002581,8465,2,1,0
7724,016929,20282,1,1,0
7727,016728,11302,10,1,0
7732,011805,5956,2,1,0
7737,002113,756356,1,1,0
7745,011867,1795199,6,1,0
7752,011925,3404416,3,1,0
7754,013630,10080,2,1,0
7758,011720,15482,6,1,0
7764,019124,21512,2,1,1
7764,019124,2148363,6,0,1
7765,011721,23438,1,1,0
7766,008388,24893,2,1,0
7779,009403,467550,1,1,0
7784,014219,3477,1,1,0
7786,012110,19876,1,1,0
7788,016989,24123,2,1,0
7801,012108,909,3,1,0
7823,012621,20606,3,1,0
7827,007694,21519,3,1,0
7846,012722,33118,6,1,0
7850,012603,7727,2,1,0
7860,016853,195,1,1,0
7863,017035,20292,1,1,0
7864,011811,14668,2,1,0
7866,001969,3393,1,1,0
7869,011877,4675,1,1,1
7869,011877,2730194,3,0,1
7871,016790,7483,1,1,0
7882,029028,8022,1,1,0
7884,011730,435,6,1,0
7887,011708,2063735,2,1,0
7895,011824,30359,9,1,0
7902,024316,14301,1,1,0
7911,016684,3536,3,1,0
7913,011819,12,2,1,0
7914,011872,2571,1,1,0
7922,018290,22003,2,1,0
7926,016847,159,2,1,0
7929,011802,5384,10,1,0
7936,011914,15676,1,1,0
7946,009230,26539,3,1,0
7953,012994,10675,1,1,0
7954,019049,620983,1,1,0
7969,011907,9574,6,1,0
7970,012678,7648,9,1,0
7973,012115,5104,10,1,0
7974,012090,9762,1,1,0
7975,011903,959,2,1,0
7976,012825,17216,1,1,0
7978,012096,9137,1,1,0
7980,012945,24637,1,1,0
7990,012139,5684,1,1,0
7992,011976,26474,2,1,0
7999,016456,14280,1,1,1
7999,016456,2978817,1,1,1
8005,017081,22067,1,1,0
8017,011934,20681,1,1,0
8021,012136,29526,1,1,0
8028,011929,622034,1,1,1
8028,011929,2622265,6,0,1
8029,017254,31625,2,1,1
8029,017254,826344,6,0,1
8035,006661,306,3,1,0
8037,011944,31473,3,0,1
8037,011944,3397873,1,1,1
8042,012065,1779,1,1,0
8045,012142,23295,1,1,0
8048,012141,20601,1,1,0
8049,012144,29550,6,1,1
8049,012144,720040,6,1,1
8064,014830,254,1,1,0
8065,008605,24515,3,1,0
8087,012138,25020,1,1,0
8092,012180,23440,2,1,0
8093,012053,10497,2,1,0
8099,012837,834,5,1,0
8102,012047,6070,1,1,0
8106,012189,33884,2,1,0
8125,012171,30106,1,1,0
8127,001239,1294,1,1,0
8129,012109,1204920,6,1,0
8135,012181,26081,1,1,0
8138,017004,3074721,9,1,0
8139,012662,31833,10,1,0
8140,016898,19208,2,1,0
8145,014131,33337,1,1,0
8157,016792,7480,10,1,0
8158,017987,10442,3,1,0
8164,174114,3690,1,1,0
8170,012593,730213,5,1,0
8175,012222,28908,1,1,0
8179,016889,1053695,1,1,0
8185,012304,30095,2,1,0
8186,179598,3176,1,1,0
8187,012234,27941,1,1,0
8197,016924,19770,1,1,0
8198,012212,30204,2,1,0
8204,012210,3126,6,1,0
8212,016955,14338,1,1,0
8217,017076,21980,1,1,0
8220,012216,18926,1,1,0
8222,012215,8542,1,1,0
8224,016643,1737,3,1,0
8228,017240,30889,1,1,0
8237,001979,3424,1,1,0
8243,012233,13116,3,1,0
8254,012252,33873,1,1,0
8261,012246,2163,6,1,0
8264,016605,945111,9,1,0
8265,004675,15750,1,1,0
8268,012236,20014,1,1,0
8275,012256,755,2,0,1
8275,012256,2304910,1,1,1
8278,012568,8605,1,1,0
8279,016658,3638964,10,1,0
8281,012285,1915403,10,1,0
8283,013193,5384,3,1,0
8284,012250,874,2,1,0
8290,012390,5654,1,1,0
8292,015363,6579,3,1,1
8292,015363,30053,4,0,1
8295,012253,3203234,10,1,0
8299,012262,2837,1,1,0
8300,012274,8551,1,1,0
8302,013799,942,6,1,0
8312,012273,19364,9,1,0
8314,017074,21679,1,1,0
8317,012266,33289,1,1,0
8319,016813,2565,1,1,0
8321,012277,630479,1,1,0
8340,012392,28226,1,1,0
8352,012358,10322,10,1,0
8360,012926,23923,2,1,0
8372,012395,30867,1,1,0
8374,012388,855614,10,1,0
8377,012377,26103,1,1,0
8408,012441,12862,6,1,0
8411,013014,2395760,10,1,0
8418,012379,1968,1,1,0
8431,012421,31124,1,1,0
8441,012433,20311,1,1,0
8442,012434,20399,1,1,0
8448,012931,1779,9,1,0
8451,017136,29456,1,1,0
8458,012482,643107,1,1,0
8461,012458,25157,2,1,0
8470,017130,28708,2,1,1
8470,017130,1340607,6,0,1
8472,016885,15058,1,1,0
8476,012540,808,1,1,0
8477,016741,605513,9,1,0
8482,012467,8872,10,1,0
8492,012519,25617,1,1,0
8500,012472,12452,1,1,0
8508,012445,33148,1,1,0
8523,014275,1676104,6,1,0
8526,012471,33699,1,1,0
8527,012828,22732,3,1,0
8533,012606,12565,9,1,0
8534,018049,12170,2,1,0
8544,016956,14339,1,1,0
8548,012691,30596,1,1,0
8549,012597,18380,1,1,0
8551,012598,23684,2,1,0
8561,013025,930,1,1,0
8563,012576,4388,1,1,0
8565,012575,8472,1,1,0
8570,012559,15697,1,1,0
8586,025923,29063,3,1,0
8587,017255,32100,2,1,0
8591,013424,17042,5,1,0
8593,176449,11741,10,1,0
8594,012587,2701,6,1,0
8596,012589,14523,1,1,0
8598,012635,11985,1,1,0
8600,012625,19722,1,1,0
8607,012620,19551,1,1,0
8616,013639,750379,3,1,0
8622,012615,19347,6,1,0
8625,012631,2061364,5,1,0
8646,012669,5860,1,1,0
8648,176465,2220377,10,1,0
8665,016785,6288,1,1,0
8668,012658,1690510,3,1,0
8671,012684,14626,6,1,0
8674,004690,59,1,1,0
8677,017641,810914,1,1,0
8680,012917,34070,6,1,0
8681,012677,5546,1,1,0
8685,012679,27975,3,1,0
8686,016714,9513,1,1,0
8698,012697,11860,5,1,0
8702,012840,14538,1,1,0
8704,012734,460207,5,1,0
8710,014192,12739,3,1,0
8711,017640,28649,2,1,0
8721,013184,8557,3,1,0
8727,015364,2542,3,1,0
8738,012815,26073,1,1,0
8741,012788,14342,2,1,0
8743,012915,23317,1,1,0
8757,013532,20284,1,1,0
8760,012801,2149,6,1,1
8760,012801,1101062,6,1,1
8762,004001,9412,1,1,0
8766,017132,33779,1,1,0
8778,014401,16897,1,1,0
8780,013800,1558,1,1,0
8782,016991,551177,3,1,0
8786,012850,6375,1,1,0
8788,018110,11582,1,1,0
8795,012852,5001,5,1,0
8801,012877,12388,3,1,0
8803,017016,12025,1,1,0
8807,012827,25399,3,1,0
8810,017150,33221,1,1,0
8811,012909,19677,1,1,0
8814,012822,11650,6,1,0
8818,012884,7616,1,1,1
8818,012884,1725104,1,1,1
8820,012868,25603,3,1,0
8826,013189,465870,3,1,0
8839,012947,18617,9,0,1
8839,190355,1971670,1,1,1
8840,012895,13138,1,1,0
8848,016829,24482,3,1,0
8851,003762,32160,6,1,0
8857,012944,19195,1,1,0
8859,012942,25955,6,1,0
8861,012967,32781,10,1,0
8867,023944,3466,10,1,0
8879,018307,197,1,1,0
8889,016821,30,2,1,0
8900,013936,2288,6,1,0
8908,013011,21910,1,1,0
8909,013733,25363,3,1,0
8915,013062,10824,3,1,0
8919,013059,1143670,10,1,0
8920,013032,5973,1,1,0
8926,019538,29215,1,1,0
8952,013110,3525188,10,1,0
8958,013013,4313,1,1,0
8964,013172,1198003,5,1,0
8966,013344,1077112,6,1,0
8973,016642,420480,6,1,0
8981,013256,1142094,10,1,0
8990,016637,1979,1,1,0
8995,013163,23846,1,1,0
9002,001585,1960,1,1,0
9009,013176,3442622,1,1,0
9010,013200,24404,1,1,0
9013,013139,17397,3,1,0
9014,033962,20374,3,0,1
9014,033962,2896707,1,1,1
9020,013427,492537,6,1,0
9023,013602,607817,1,1,0
9028,004497,9816,2,1,0
9030,003793,664943,1,1,0
9033,013759,20331,6,1,0
9046,014368,17810,1,1,0
9047,003240,7433,6,1,0
9058,016981,23377,2,1,0
9069,013204,11990,6,1,0
9071,013437,920649,5,1,0
9072,013237,1246590,10,1,0
9092,013642,17953,5,1,0
9093,016224,1914773,10,1,0
9096,013289,5535,1,1,0
9117,002818,6059,2,1,0
9128,013239,3096143,1,1,0
9129,013297,3203381,10,1,0
9132,013479,27751,1,1,0
9139,013392,22849,5,1,0
9141,016777,28,1,1,0
9145,013318,20533,9,1,0
9146,013235,15675,1,1,0
9147,017151,33291,1,1,0
9158,014638,24052,3,1,0
9159,014239,5431,10,1,0
9167,013756,11587,6,1,0
9169,014227,20639,6,1,0
9174,013325,482195,9,1,0
9184,013376,1875,10,1,0
9188,013323,26990,1,1,0
9192,013329,9427,1,1,0
9193,016748,6336,1,1,0
9198,013326,30922,2,1,0
9201,013316,7555,6,1,0
9204,013340,2051,10,1,0
9205,013332,8263,1,1,0
9211,013369,18075,3,1,0
9213,017248,32080,1,1,0
9216,013397,124,1,1,0
9221,013406,5531,1,1,0
9222,013381,6028,6,0,1
9222,013381,3446680,1,1,1
9225,013380,26883,1,1,0
9227,013407,33258,3,1,0
9230,013368,21587,5,1,0
9232,016778,54,1,1,0
9234,013409,28694,5,1,0
9235,013794,30626,1,1,0
9237,021423,31884,1,1,0
9239,019873,33106,1,1,0
9244,013505,9599,1,1,0
9245,013421,5480,1,1,0
9247,008031,7151,2,1,0
9251,013474,420154,2,1,0
9252,013365,3607,1,1,0
9257,013484,10634,6,1,1
9257,013484,2578208,6,1,1
9264,013443,33851,1,1,0
9278,013649,856489,6,0,1
9278,013649,2223356,1,1,1
9280,016781,6972,1,1,0
9294,013472,10375,6,1,0
9296,013473,2070831,9,1,0
9302,013760,22653,6,1,0
9304,023143,18900,9,1,0
9309,013431,4103,3,1,1
9309,013431,2889159,3,1,1
9312,013480,9992,3,1,0
9313,013481,501812,6,1,0
9325,023752,24120,3,1,0
9338,014466,14799,1,1,0
9340,013582,6363,6,0,1
9340,013582,2208252,2,1,1
9341,016824,103,1,1,0
9344,014476,31401,6,1,0
9345,016911,1010753,9,1,0
9351,016985,23840,1,1,0
9358,013525,11783,1,1,0
9360,013824,11499,1,1,0
9361,014001,18326,9,1,0
9370,013623,7675,1,1,0
9374,013599,6177,1,1,0
9375,013570,20636,1,1,0
9385,013913,13354,6,1,0
9389,018533,15055,1,1,0
9404,013777,1201026,10,1,0
9411,013645,1393,3,1,0
9416,013767,264342,9,1,0
9418,017180,27489,1,1,0
9424,013700,9023,1,1,0
9425,014182,1732,1,1,0
9426,013704,31732,5,1,0
9430,174292,1019500,3,1,0
9438,016689,22486,1,1,0
9440,014225,11608,1,1,0
9442,013657,1457,6,1,0
9444,013798,25306,1,1,0
9446,017069,21619,3,1,0
9449,016705,8083,6,0,1
9449,016705,500385,1,1,1
9452,013712,602648,3,1,0
9454,017142,26090,2,1,0
9457,013786,2304,2,0,1
9457,013786,2037610,1,1,1
9459,013782,21293,1,1,0
9462,013789,1169,1,1,1
9462,013789,2650501,6,0,1
9463,013922,1971,6,1,0
9465,034010,7606,1,1,0
9473,016957,14340,3,1,1
9473,016957,1920008,6,0,1
9474,015159,484415,9,1,0
9476,013765,21652,2,1,0
9478,013828,5582,1,1,0
9480,007525,21017,2,1,0
9484,014083,14347,3,1,0
9490,017168,26618,2,1,0
9505,013864,12748,3,1,0
9513,013831,27497,6,1,0
9520,014161,1938723,10,1,0
9522,012972,16043,1,1,0
9524,018746,18522,6,1,0
9526,013839,5587,1,1,0
9530,013929,24438,9,1,0
9532,016986,24075,3,1,0
9547,013873,21214,5,1,0
9550,014084,1283,1,1,0
9554,014186,80044,3,1,0
9558,014561,15553,1,1,0
9570,013938,16904,10,1,0
9576,013906,17483,1,1,0
9582,013940,25711,2,1,0
9588,017120,27981,3,1,0
9595,014834,16526,6,1,0
9596,014625,1192050,9,1,0
9598,014567,7870,9,1,0
9603,014487,31477,6,1,0
9604,014113,1711894,1,1,0
9607,014382,33974,1,1,0
9616,014027,7045,1,1,0
9630,017030,25299,1,1,0
9632,014108,8484,1,1,0
9641,016926,19892,1,1,0
9645,019262,7423,1,1,0
9651,014145,242807,1,1,0
9652,016974,574218,1,1,0
9654,003358,7609,1,1,0
9662,016751,6520,1,1,0
9664,016838,119,1,1,0
9674,014285,4027,1,1,0
9676,014151,910416,5,1,0
9677,014309,16277,1,1,0
9681,014150,15595,1,1,0
9683,014606,14546,3,1,0
9689,014260,15587,3,1,0
9698,014256,19863,1,1,0
9699,014255,1216817,5,1,0
9721,014340,13336,1,1,1
9721,014340,1321204,2,0,1
9723,014296,647691,2,1,0
9729,014386,13424,6,1,0
9735,014324,1636,1,1,0
9737,016833,112,10,1,0
9743,014304,1228,3,1,0
9747,014636,3269516,10,1,0
9749,014417,20591,1,1,0
9752,014375,3085948,10,1,0
9756,004349,666748,8,1,0
9760,014503,15711,1,1,0
9764,014418,20519,2,1,0
9766,017805,7480,9,1,0
9771,014424,31714,10,1,0
9772,016791,7484,1,1,0
9775,015453,13538,6,1,0
9777,014385,26128,1,1,0
9790,014490,28871,6,1,0
9797,014451,865086,6,1,0
9798,014624,22965,2,1,0
9803,014633,17758,2,1,0
9804,014477,33114,1,1,0
9806,017280,26663,1,1,0
9809,014555,59962,3,1,0
9819,014626,24377,1,1,0
9833,014489,8931,3,1,1
9833,014489,2519758,3,1,1
9838,016763,11740,1,1,0
9842,014535,27366,3,1,0
9847,016245,1013530,1,1,0
9848,014960,18319,1,1,0
9849,014581,2199,1,1,0
9856,014808,7636,1,1,0
9857,015520,1142586,1,1,0
9861,014582,2333,3,1,0
9865,016717,9876,10,1,0
9868,014563,20276,1,1,0
9873,014565,1905,1,1,0
9879,014597,7355,1,1,0
9880,014544,16117,10,1,0
9882,015363,6579,2,1,1
9882,015197,30053,6,0,1
9884,017148,33105,2,1,0
9891,014627,20431,10,1,0
9892,014863,13087,1,1,0
9898,014616,25298,2,1,0
9899,014603,24165,1,1,0
9902,014622,21768,1,1,0
9903,014623,22593,1,1,0
9905,014650,4690,2,1,0
9914,013375,12977,4,1,0
9915,015129,19019,5,1,0
9921,014908,25028,1,1,0
9928,014843,18475,9,1,0
9930,014810,27606,6,1,0
9934,015194,1201817,10,1,0
9936,007208,25987,3,1,0
9957,017152,33302,10,1,0
9971,014954,18922,1,1,0
9974,017318,33023,3,1,0
9977,014891,20663,2,1,0
9983,014897,32811,6,1,0
9989,014913,3034,6,1,0
9994,014886,33774,2,1,0
9998,014938,19071,1,1,0
9999,018040,26088,3,1,0
10000,014918,22595,1,1,0
10008,014957,1222677,5,1,0
10020,014983,2326096,1,1,0
10022,014985,32393,3,1,0
10039,016967,14825,3,1,0
10040,015066,2757522,10,1,0
10042,015027,30929,2,1,0
10043,016752,12166,2,1,0
10045,009473,12523,1,1,0
10059,015087,18862,1,1,0
10062,020237,5540,3,1,0
10065,015092,6144,2,1,1
10065,015092,2045124,6,0,1
10067,011010,1143209,9,1,0
10068,015476,33327,10,1,0
10070,015240,31918,1,1,0
10074,015178,1224952,6,1,0
10083,015189,7907,10,1,0
10087,015293,12585,2,1,0
10104,015331,5264,2,1,0
10107,015414,30123,1,1,0
10108,015446,10551,1,1,1
10108,015446,590430,6,0,1
10110,015252,59475,1,1,0
10120,017366,30718,10,1,0
10127,018549,13109,1,1,0
10132,015434,1206009,9,1,0
10133,015359,418,1,1,0
10134,015290,2593,1,1,0
10139,004293,3107101,10,1,0
10142,015242,25452,1,1,0
10144,015347,24994,1,1,0
10146,015253,28896,2,1,0
10147,015291,574133,1,1,0
10153,015802,484415,10,1,0
10155,015283,10871,5,1,0
10157,015474,11941,1,1,0
10171,015521,29069,1,1,0
10181,015799,9453,9,0,1
10181,183139,2052899,3,1,1
10182,019807,31975,2,1,0
10188,015441,32811,9,1,0
10193,016872,12241,1,1,0
10197,015859,7762,1,1,0
10207,017861,7493,2,1,0
10210,016401,6905,1,1,0
10218,016845,148,2,1,0
10223,015800,781786,6,1,0
10224,015855,29774,1,1,0
10232,015822,21984,6,1,0
10238,015824,620161,6,0,1
10238,015824,3258197,1,1,1
10250,015798,747063,6,1,0
10253,016480,7962,1,1,0
10256,016188,7251,1,1,0
10270,016405,30369,6,1,0
10279,005327,604109,3,1,0
10288,016453,21756,1,1,0
10299,027932,9194,4,0,1
10299,027932,14213,1,1,1
10301,016406,12771,6,1,0
10302,017239,17925,6,0,1
10302,110179,32450,1,1,1
10303,016721,10364,1,1,0
10311,018484,16360,1,1,0
10318,016441,10365,1,1,0
10321,019069,21930,1,1,0
10323,016710,9213,1,1,0
10341,016488,34132,1,1,0
10346,016634,1498,9,1,0
10347,019911,33511,1,1,0
10349,019692,31080,6,1,0
10358,016531,34144,1,1,0
10359,016597,18515,1,1,0
10360,165179,32251,1,1,0
10363,020036,867,2,1,0
10369,017105,23689,1,1,0
10371,017110,28508,1,1,0
10372,017197,2021,1,1,1
10372,017197,1665368,6,0,1
10380,017101,15683,1,1,0
10384,017202,12943,1,1,0
10388,017762,5757,3,1,0
10390,017199,8339,1,1,0
10394,018100,18488,1,1,0
10396,016683,3528,9,1,0
10405,019398,919,6,1,0
10408,018699,23786,2,1,0
10416,019431,20498,2,1,0
10419,019402,13267,2,1,0
10421,019428,13825,1,1,0
10429,019508,29128,1,1,0
10430,014268,4840,1,1,0
10436,020021,3333,1,1,0
10438,020051,3368050,9,1,0
10457,020075,19424,2,1,0
10462,020217,891486,3,1,0
10467,020204,5656,1,1,0
10475,020202,31139,1,1,0
10478,020296,15524,2,1,0
10486,020779,6908,1,1,0
10504,020904,14967,1,1,0
10510,018560,801467,1,1,0
10511,020158,20616,1,1,0
10512,021777,20328,1,1,0
10513,020983,246407,1,1,0
10514,020993,32369,6,1,0
10515,021078,736320,6,1,0
10517,021061,8937,1,1,0
10519,017780,33302,6,0,1
10519,017780,33303,1,1,1
10521,021066,577092,1,1,0
10533,021244,19801,1,1,0
10535,021186,20122,1,1,0
10544,021237,30483,1,1,0
10545,021238,32622,1,1,0
10550,013432,4643,3,1,0
10552,021374,27133,1,1,0
10557,021427,8106,1,1,0
10561,021429,13769,1,1,0
10563,021503,31835,1,1,0
10564,021246,23933,3,1,0
10566,021496,23327,1,1,0
10567,021487,3865,2,1,0
10574,021488,1105402,5,1,0
10575,021506,2049944,6,1,0
10578,021508,2786,1,1,0
10580,021659,15680,1,1,0
10581,021505,485651,6,1,0
10582,021519,2737,1,1,0
10589,021685,2977,1,1,0
10593,021776,3173,1,1,0
10594,009063,3143,1,1,0
10604,022260,14461,3,1,1
10604,022260,1692837,3,1,1
10607,022059,16206,1,1,0
10621,022250,27897,2,1,0
10625,022205,18217,2,1,0
10634,022325,33857,1,1,0
10637,022306,10988,2,1,0
10639,022308,2980,2,1,0
10642,022338,32168,6,1,0
10647,022542,924631,1,1,0
10651,022543,13600,1,1,0
10652,022461,2502,1,1,0
10657,022532,29723,1,1,0
10669,022612,33412,3,1,0
10673,022751,29130,6,1,0
10683,021116,800,6,1,0
10684,022817,11680,1,1,0
10686,022810,20953,3,1,0
10689,022829,22923,2,1,0
10690,022797,7425,1,1,0
10691,022815,31326,1,1,0
10692,023051,3207955,10,1,0
10696,022837,3349871,10,1,0
10697,023146,538004,10,1,0
10704,022913,14561,1,1,0
10707,022859,2444081,10,1,0
10710,001971,3412,6,1,0
10716,023000,487,6,1,0
10724,023027,11410,1,1,0
10727,023080,2044838,6,1,0
10730,023076,1245944,9,1,0
10733,023113,605719,3,1,0
10737,022495,482467,6,1,0
10741,023088,32820,1,1,0
10743,019318,23823,1,1,0
10758,023195,19810,1,1,0
10759,023197,534308,10,1,1
10759,183612,534308,10,1,1
10783,006836,19259,1,1,0
10803,023502,29,10,1,0
10805,023500,6053,1,1,0
10813,023528,15939,1,1,0
10815,023577,29961,3,1,0
10817,021542,391,1,1,0
10827,007526,25598,1,1,0
10828,012338,14494,1,1,0
10831,026863,16120,2,1,1
10831,026863,3196883,6,0,1
10833,023616,889,1,1,0
10836,023623,19912,6,0,1
10836,023623,3293089,1,1,1
10841,023700,77823,1,1,0
10843,023697,28569,1,1,0
10844,012444,23992,5,1,0
10847,023717,28059,1,1,0
10849,023714,7497,3,1,0
10853,006717,732453,1,1,0
10854,023921,888621,10,1,0
10855,023753,25634,1,1,0
10860,023767,2960,1,1,0
10865,023776,28547,1,1,0
10867,023768,24427,2,1,0
10868,023773,1725368,8,1,0
10874,023799,2323,3,1,0
10876,023812,25954,1,1,0
10877,023810,16129,3,1,0
10878,023820,26544,10,1,0
10883,023852,12236,1,1,0
10891,023877,8069,1,1,0
10894,023898,26067,3,1,0
10895,184312,2072185,1,1,0
10899,023940,422648,1,1,0
10900,023948,23483,1,1,0
10901,023943,24662,2,1,0
10902,023945,6357,1,1,0
10905,024157,50,1,1,0
10916,023989,17579,6,1,0
10918,023988,2401,1,1,1
10918,023988,1221876,6,0,1
10924,024005,531,1,1,0
10925,024008,20139,1,1,0
10931,024029,11353,1,1,0
10937,024040,17053,1,1,0
10943,020988,18381,10,1,0
10954,024232,14261,1,1,0
10955,024093,31380,10,1,0
10959,024099,18861,1,1,0
10962,024096,6600,2,1,0
10965,024110,15455,2,1,0
10968,024113,23727,1,1,1
10968,024113,2681375,6,0,1
10972,029710,14496,1,1,0
10975,024179,13024,1,1,0
10977,021673,5139,2,1,1
10977,021673,1144017,6,0,1
10979,024185,1875,1,1,0
10980,024186,23481,2,1,0
10986,024190,16215,1,1,0
10988,024198,23453,1,1,0
10989,024197,15486,2,1,0
10990,024191,20037,1,1,0
10992,003905,9109,1,1,0
10993,024204,16147,1,1,0
10996,024216,979,2,1,0
10997,024219,25986,1,1,0
10999,024220,3598524,10,1,0
11001,024233,29127,2,1,0
11003,024225,7996,1,1,0
11004,024224,8433,3,1,0
11005,024234,32299,1,1,0
11009,024278,22506,2,1,0
11011,005559,29212,1,1,0
11018,024291,15548,1,1,0
11021,023170,22434,3,1,0
11023,024302,1391,3,1,0
11024,019965,24768,2,1,0
11025,024304,26452,1,1,0
11029,024428,775,3,1,0
11041,006140,16444,3,1,0
11042,024344,32537,1,1,0
11050,024352,25195,1,1,0
11052,024350,21027,1,1,0
11056,024436,30671,3,1,0
11064,018666,6206,6,0,1
11064,018666,2061345,3,1,1
11066,024378,20168,1,1,0
11067,024385,29849,10,1,0
11070,024381,23518,3,1,0
11083,024396,1841,1,1,0
11085,011747,31173,1,1,0
11086,019155,1144704,6,1,0
11087,024397,7472,1,1,0
11088,024409,29753,1,1,0
11092,024405,34075,1,1,0
11095,024414,7845,3,1,0
11096,024415,5298,4,1,1
